# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  9 21:35:53 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_spectype:    Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
loc_rowid,pl_name,hostname,default_flag,disc_facility,st_spectype,st_lum,sy_bmag,sy_vmag
20110,Kepler-4 b,Kepler-4,0,Kepler,,,13.2090000,12.2850000
20111,Kepler-4 b,Kepler-4,0,Kepler,,0.406,13.2090000,12.2850000
20112,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20113,Kepler-40 b,Kepler-40,1,Kepler,F5 IV,,15.2040000,14.6570000
20114,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20115,Kepler-40 b,Kepler-40,0,Kepler,,0.819,15.2040000,14.6570000
20116,Kepler-40 b,Kepler-40,0,Kepler,,0.819,15.2040000,14.6570000
20117,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20118,Kepler-40 b,Kepler-40,0,Kepler,,0.819,15.2040000,14.6570000
20119,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20120,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20121,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20122,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20123,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20124,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20125,Kepler-40 b,Kepler-40,0,Kepler,,,15.2040000,14.6570000
20126,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20127,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20128,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20129,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20130,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20131,Kepler-400 b,Kepler-400,1,Kepler,,,14.5830000,13.7620000
20132,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20133,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20134,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20135,Kepler-400 b,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20136,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20137,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20138,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20139,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20140,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20141,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20142,Kepler-400 c,Kepler-400,1,Kepler,,,14.5830000,13.7620000
20143,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20144,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20145,Kepler-400 c,Kepler-400,0,Kepler,,,14.5830000,13.7620000
20146,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20147,Kepler-401 b,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20148,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20149,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20150,Kepler-401 b,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20151,Kepler-401 b,Kepler-401,1,Kepler,,,13.8040000,13.3660000
20152,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20153,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20154,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20155,Kepler-401 b,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20156,Kepler-401 b,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20157,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20158,Kepler-401 c,Kepler-401,1,Kepler,,,13.8040000,13.3660000
20159,Kepler-401 c,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20160,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20161,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20162,Kepler-401 c,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20163,Kepler-401 c,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20164,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20165,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20166,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20167,Kepler-401 c,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20168,Kepler-401 d,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20169,Kepler-401 d,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20170,Kepler-401 d,Kepler-401,0,Kepler,,0.566,13.8040000,13.3660000
20171,Kepler-401 d,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20172,Kepler-401 d,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20173,Kepler-401 d,Kepler-401,1,Kepler,,,13.8040000,13.3660000
20174,Kepler-401 d,Kepler-401,0,Kepler,,,13.8040000,13.3660000
20175,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20176,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20177,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20178,Kepler-402 b,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20179,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20180,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20181,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20182,Kepler-402 b,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20183,Kepler-402 b,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20184,Kepler-402 b,Kepler-402,1,Kepler,,,13.8840000,13.2700000
20185,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20186,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20187,Kepler-402 c,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20188,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20189,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20190,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20191,Kepler-402 c,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20192,Kepler-402 c,Kepler-402,1,Kepler,,,13.8840000,13.2700000
20193,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20194,Kepler-402 c,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20195,Kepler-402 c,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20196,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20197,Kepler-402 d,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20198,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20199,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20200,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20201,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20202,Kepler-402 d,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20203,Kepler-402 d,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20204,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20205,Kepler-402 d,Kepler-402,1,Kepler,,,13.8840000,13.2700000
20206,Kepler-402 d,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20207,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20208,Kepler-402 e,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20209,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20210,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20211,Kepler-402 e,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20212,Kepler-402 e,Kepler-402,1,Kepler,,,13.8840000,13.2700000
20213,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20214,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20215,Kepler-402 e,Kepler-402,0,Kepler,,0.203,13.8840000,13.2700000
20216,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20217,Kepler-402 e,Kepler-402,0,Kepler,,,13.8840000,13.2700000
20218,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20219,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20220,Kepler-403 b,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20221,Kepler-403 b,Kepler-403,1,Kepler,,,13.4790000,12.8180000
20222,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20223,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20224,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20225,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20226,Kepler-403 b,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20227,Kepler-403 b,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20228,Kepler-403 b,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20229,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20230,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20231,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20232,Kepler-403 c,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20233,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20234,Kepler-403 c,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20235,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20236,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20237,Kepler-403 c,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20238,Kepler-403 c,Kepler-403,1,Kepler,,,13.4790000,12.8180000
20239,Kepler-403 c,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20240,Kepler-403 d,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20241,Kepler-403 d,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20242,Kepler-403 d,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20243,Kepler-403 d,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20244,Kepler-403 d,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20245,Kepler-403 d,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20246,Kepler-403 d,Kepler-403,0,Kepler,,0.644,13.4790000,12.8180000
20247,Kepler-403 d,Kepler-403,1,Kepler,,,13.4790000,12.8180000
20248,Kepler-403 d,Kepler-403,0,Kepler,,,13.4790000,12.8180000
20249,Kepler-404 b,Kepler-404,1,Kepler,,,16.3350000,15.4790000
20250,Kepler-404 b,Kepler-404,0,Kepler,,-0.337,16.3350000,15.4790000
20251,Kepler-404 b,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20252,Kepler-404 b,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20253,Kepler-404 b,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20254,Kepler-404 b,Kepler-404,0,Kepler,,-0.337,16.3350000,15.4790000
20255,Kepler-404 b,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20256,Kepler-404 c,Kepler-404,1,Kepler,,,16.3350000,15.4790000
20257,Kepler-404 c,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20258,Kepler-404 c,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20259,Kepler-404 c,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20260,Kepler-404 c,Kepler-404,0,Kepler,,,16.3350000,15.4790000
20261,Kepler-404 c,Kepler-404,0,Kepler,,-0.337,16.3350000,15.4790000
20262,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20263,Kepler-405 b,Kepler-405,0,Kepler,,-0.331,16.2430000,16.1810000
20264,Kepler-405 b,Kepler-405,0,Kepler,,-0.331,16.2430000,16.1810000
20265,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20266,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20267,Kepler-405 b,Kepler-405,1,Kepler,,,16.2430000,16.1810000
20268,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20269,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20270,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20271,Kepler-405 b,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20272,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20273,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20274,Kepler-405 c,Kepler-405,0,Kepler,,-0.331,16.2430000,16.1810000
20275,Kepler-405 c,Kepler-405,0,Kepler,,-0.331,16.2430000,16.1810000
20276,Kepler-405 c,Kepler-405,1,Kepler,,,16.2430000,16.1810000
20277,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20278,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20279,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20280,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20281,Kepler-405 c,Kepler-405,0,Kepler,,,16.2430000,16.1810000
20282,Kepler-406 b,Kepler-406,1,Kepler,,,13.4010000,12.6030000
20283,Kepler-406 b,Kepler-406,0,Kepler,,0.048,13.4010000,12.6030000
20284,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20285,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20286,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20287,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20288,Kepler-406 b,Kepler-406,0,Kepler,,0.048,13.4010000,12.6030000
20289,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20290,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20291,Kepler-406 b,Kepler-406,0,Kepler,,0.048,13.4010000,12.6030000
20292,Kepler-406 b,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20293,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20294,Kepler-406 c,Kepler-406,0,Kepler,,0.048,13.4010000,12.6030000
20295,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20296,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20297,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20298,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20299,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20300,Kepler-406 c,Kepler-406,1,Kepler,,,13.4010000,12.6030000
20301,Kepler-406 c,Kepler-406,0,Kepler,,,13.4010000,12.6030000
20302,Kepler-406 c,Kepler-406,0,Kepler,,0.048,13.4010000,12.6030000
20303,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20304,Kepler-407 b,Kepler-407,0,Kepler,,-0.039,14.4930000,12.6030000
20305,Kepler-407 b,Kepler-407,0,Kepler,,-0.039,14.4930000,12.6030000
20306,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20307,Kepler-407 b,Kepler-407,1,Kepler,,,14.4930000,12.6030000
20308,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20309,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20310,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20311,Kepler-407 b,Kepler-407,0,Kepler,,-0.039,14.4930000,12.6030000
20312,Kepler-407 b,Kepler-407,0,Kepler,,-0.039,14.4930000,12.6030000
20313,Kepler-407 b,Kepler-407,0,Kepler,,,14.4930000,12.6030000
20314,Kepler-407 c,Kepler-407,1,W. M. Keck Observatory,,,14.4930000,12.6030000
20315,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20316,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20317,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20318,Kepler-408 b,Kepler-408,0,Kepler,,0.283,9.3360000,8.8340000
20319,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20320,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20321,Kepler-408 b,Kepler-408,0,Kepler,,0.283,9.3360000,8.8340000
20322,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20323,Kepler-408 b,Kepler-408,0,Kepler,,,9.3360000,8.8340000
20324,Kepler-408 b,Kepler-408,1,Kepler,,,9.3360000,8.8340000
20325,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20326,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20327,Kepler-409 b,Kepler-409,0,Kepler,,-0.202,10.3570000,9.6360000
20328,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20329,Kepler-409 b,Kepler-409,1,Kepler,,,10.3570000,9.6360000
20330,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20331,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20332,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20333,Kepler-409 b,Kepler-409,0,Kepler,,,10.3570000,9.6360000
20334,Kepler-409 b,Kepler-409,0,Kepler,,-0.202,10.3570000,9.6360000
20335,Kepler-41 b,Kepler-41,0,Kepler,,0.262,15.3670000,14.5090000
20336,Kepler-41 b,Kepler-41,0,Kepler,,0.262,15.3670000,14.5090000
20337,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20338,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20339,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20340,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20341,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20342,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20343,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20344,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20345,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20346,Kepler-41 b,Kepler-41,0,Kepler,,,15.3670000,14.5090000
20347,Kepler-41 b,Kepler-41,0,Kepler,,0.262,15.3670000,14.5090000
20348,Kepler-41 b,Kepler-41,0,Kepler,G6 V,,15.3670000,14.5090000
20349,Kepler-41 b,Kepler-41,1,Kepler,G2 V,,15.3670000,14.5090000
20350,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20351,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20352,Kepler-410 A b,Kepler-410 A,1,Kepler,,0.435,9.9520000,9.4950000
20353,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20354,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20355,Kepler-410 A b,Kepler-410 A,0,Kepler,,0.462,9.9520000,9.4950000
20356,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20357,Kepler-410 A b,Kepler-410 A,0,Kepler,,0.462,9.9520000,9.4950000
20358,Kepler-410 A b,Kepler-410 A,0,Kepler,,0.462,9.9520000,9.4950000
20359,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20360,Kepler-410 A b,Kepler-410 A,0,Kepler,,,9.9520000,9.4950000
20361,Kepler-411 b,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20362,Kepler-411 b,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20363,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20364,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20365,Kepler-411 b,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20366,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20367,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20368,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20369,Kepler-411 b,Kepler-411,1,Kepler,K2 V,,14.7450000,12.4480000
20370,Kepler-411 b,Kepler-411,0,Kepler,,-0.509,14.7450000,12.4480000
20371,Kepler-411 b,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20372,Kepler-411 c,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20373,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20374,Kepler-411 c,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20375,Kepler-411 c,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20376,Kepler-411 c,Kepler-411,1,Kepler,K2 V,,14.7450000,12.4480000
20377,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20378,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20379,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20380,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20381,Kepler-411 c,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20382,Kepler-411 d,Kepler-411,1,Kepler,K2 V,,14.7450000,12.4480000
20383,Kepler-411 d,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20384,Kepler-411 d,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20385,Kepler-411 d,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20386,Kepler-411 d,Kepler-411,0,Kepler,,,14.7450000,12.4480000
20387,Kepler-411 d,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20388,Kepler-411 d,Kepler-411,0,Kepler,,-0.579,14.7450000,12.4480000
20389,Kepler-411 e,Kepler-411,1,Kepler,K2 V,,14.7450000,12.4480000
20390,Kepler-412 b,Kepler-412,0,Kepler,,0.269,15.0370000,14.3990000
20391,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20392,Kepler-412 b,Kepler-412,1,Kepler,,,15.0370000,14.3990000
20393,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20394,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20395,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20396,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20397,Kepler-412 b,Kepler-412,0,Kepler,,0.269,15.0370000,14.3990000
20398,Kepler-412 b,Kepler-412,0,Kepler,,0.269,15.0370000,14.3990000
20399,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20400,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20401,Kepler-412 b,Kepler-412,0,Kepler,G3 V,,15.0370000,14.3990000
20402,Kepler-412 b,Kepler-412,0,Kepler,,,15.0370000,14.3990000
20403,Kepler-413 b,Kepler-413,1,Kepler,,,16.8160000,15.8850000
20404,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20405,Kepler-414 b,Kepler-414,0,Kepler,,-0.169,14.3640000,13.3780000
20406,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20407,Kepler-414 b,Kepler-414,1,Kepler,,,14.3640000,13.3780000
20408,Kepler-414 b,Kepler-414,0,Kepler,,-0.169,14.3640000,13.3780000
20409,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20410,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20411,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20412,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20413,Kepler-414 b,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20414,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20415,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20416,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20417,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20418,Kepler-414 c,Kepler-414,0,Kepler,,-0.169,14.3640000,13.3780000
20419,Kepler-414 c,Kepler-414,0,Kepler,,-0.169,14.3640000,13.3780000
20420,Kepler-414 c,Kepler-414,1,Kepler,,,14.3640000,13.3780000
20421,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20422,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20423,Kepler-414 c,Kepler-414,0,Kepler,,,14.3640000,13.3780000
20424,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20425,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20426,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20427,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20428,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20429,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20430,Kepler-415 b,Kepler-415,0,Kepler,,-0.805,16.9400000,16.1420000
20431,Kepler-415 b,Kepler-415,1,Kepler,,,16.9400000,16.1420000
20432,Kepler-415 b,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20433,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20434,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20435,Kepler-415 c,Kepler-415,1,Kepler,,,16.9400000,16.1420000
20436,Kepler-415 c,Kepler-415,0,Kepler,,-0.805,16.9400000,16.1420000
20437,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20438,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20439,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20440,Kepler-415 c,Kepler-415,0,Kepler,,-0.805,16.9400000,16.1420000
20441,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20442,Kepler-415 c,Kepler-415,0,Kepler,,,16.9400000,16.1420000
20443,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
